isbn,title,authors,publisher,language,genres
9780441009169,Dragon Bones ,Patricia Briggs,Ace Fantasy,English,"['Fantasy', 'Dragons', 'Magic', 'Fiction', 'High Fantasy', 'Paranormal', 'Science Fiction Fantasy']"
9780439456951,Dragon Rider,Cornelia Funke,The Chicken House,English,"['Fantasy', 'Dragons', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure']"
9780008173067,Dragon Teeth,Michael Crichton,HarperCollins Publishers,English,"['Historical Fiction', 'Fiction', 'Westerns', 'Adventure', 'Audiobook', 'Historical', 'Thriller']"
9780553286397,Dragon Wing ,Margaret Weis,Spectra,English,"['Fantasy', 'Fiction', 'Dragons', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic']"
9780880386524,Dragonlance Chronicles ,Margaret Weis,Wizards of the Coast,English,"['Fantasy', 'Dragonlance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Dragons']"
9781250000231,Dragon's Oath ,P.C. Cast,St. Martin's Griffin,English,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Supernatural']"
9780786915743,Dragons of Autumn Twilight  ,Margaret Weis,Wizards of the Coast,English,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
9780786915743,Dragons of Autumn Twilight  ,Margaret Weis,Wizards of the Coast,English,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
9780786930708,Dragons of Spring Dawning ,Margaret Weis,Wizards of the Coast,English,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy']"
9780786916092,Dragons of Winter Night ,Margaret Weis,Wizards of the Coast,English,"['Fantasy', 'Dragonlance', 'Fiction', 'Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy']"
9780893662134,Dragonsdawn ,Anne McCaffrey,Ultramarine Pub Co,English,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adult']"
9780517287774,Dragonseye ,Anne McCaffrey,Random House Value Publishing,English,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Adult', 'Young Adult']"
9780671019754,Dream Man,Linda Howard,Pocket Books,English,"['Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Paranormal', 'Mystery']"
9780385341653,Dreamfever ,Karen Marie Moning,Delacorte Press,English,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Romance', 'Fae', 'Paranormal Romance', 'Adult']"
9780062012012,Dreamless ,Josephine Angelini,HarperTeen,English,"['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Urban Fantasy']"
9781439136805,Dreams of a Dark Warrior ,Kresley Cole,Pocket,English,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Adult']"
9780316134071,Dreams of Gods & Monsters ,Laini Taylor,"Little, Brown & Company",English,"['Fantasy', 'Young Adult', 'Romance', 'Angels', 'Paranormal', 'Urban Fantasy', 'Fiction']"
9781586215026,Dress Your Family in Corduroy and Denim,David Sedaris,Grand Central Publishing,English,"['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Audiobook']"
9780451234865,Drink Deep ,Chloe Neill,New American Library,English,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic']"
9780385335980,Drums of Autumn ,Diana Gabaldon,Dell,English,"['Historical Fiction', 'Romance', 'Fantasy', 'Fiction', 'Time Travel', 'Historical', 'Historical Romance']"
9781416552512,Duma Key,Stephen King,Scribner Book Company,English,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Supernatural', 'Audiobook']"
9781551664798,Duncan's Bride ,Linda Howard,Mira,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Westerns', 'Western Romance', 'Historical Romance', 'Historical']"
9780812968149,Durable Goods ,Elizabeth Berg,Ballantine Books,English,"['Fiction', 'Young Adult', 'Coming Of Age', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Novels']"
9780753170717,Dying for Chocolate ,Diane Mott Davidson,Isis Large Print,English,"['Mystery', 'Fiction', 'Cozy Mystery', 'Mystery Thriller', 'Food', 'Culinary', 'Audiobook']"
9780312939038,E is for Evidence ,Sue Grafton,St. Martin's Paperbacks,English,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook', 'Suspense']"
9781594866371,Earth in the Balance: Ecology and the Human Spirit,Al Gore,Rodale Books,English,"['Nonfiction', 'Science', 'Environment', 'Politics', 'Ecology', 'Sustainability', 'Climate Change']"
9780152052218,East ,Edith Pattou,HMH Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Adventure']"
9780099533016,"East, West",Salman Rushdie,Vintage Books,English,"['Fiction', 'Short Stories', 'India', 'Magical Realism', 'Literary Fiction', 'Literature', 'Indian Literature']"
9780425266748,Easy ,Tammara Webber,Penguin Berkley,English,"['Romance', 'New Adult', 'Contemporary', 'Young Adult', 'Contemporary Romance', 'College', 'Fiction']"
9781633500044,Easy Love ,Kristen Proby,Ampersand Publishing,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Audiobook', 'Chick Lit', 'New Adult']"
9780743484183,Easy Prey ,John Sandford,Simon & Schuster,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
9780143038412,"Eat, Pray, Love",Elizabeth Gilbert,Riverhead Books,English,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Romance', 'Chick Lit', 'Spirituality']"
9781592402038,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,The Penguin Group,English,"['Nonfiction', 'Writing', 'Language', 'Reference', 'Humor', 'Linguistics', 'Education']"
9780996397018,Echo ,E.K. Blair,E.K. Blair LLC,English,"['Dark', 'Romance', 'Erotica', 'BDSM', 'Abuse', 'Contemporary', 'Suspense']"
9781908105264,"Echo McCool, Outlaw Through Time",Roger K. Driscoll,Roger Keith Driscoll,English,"['Time Travel', 'Fantasy', 'Magic', 'Middle Grade', 'Young Adult', 'Science Fiction', 'Fiction']"
9780316734950,Echo Park ,Michael Connelly,"Little, Brown & Company",English,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']"
9780440122098,Echoes,Maeve Binchy,Dell,English,"['Fiction', 'Ireland', 'Chick Lit', 'Romance', 'Historical Fiction', 'Irish Literature', 'Contemporary']"
9781250123114,Echoes in Death ,J.D. Robb,St. Martin's Press,English,"['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense']"
9780316160209,Eclipse ,Stephenie Meyer,"Little, Brown and Company",English,"['Fantasy', 'Young Adult', 'Romance', 'Vampires', 'Fiction', 'Paranormal', 'Paranormal Romance']"
9780446556828,Ecstasy Unveiled ,Larissa Ione,Hachette Book Group,English,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Vampires']"
9780446556828,Ecstasy Unveiled ,Larissa Ione,Hachette Book Group,English,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Vampires']"
9780894801402,Edna O'Brien Reader,Edna O'Brien,Workman Publishing,English,"['Humor', 'Nonfiction', 'Fashion', 'Comedy', 'Self Help', 'Pop Culture', 'History']"
9781682309810,Egomaniac,Vi Keeland,EverAfter Romance,English,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Audiobook']"
9780062838209,Eight Perfect Murders,Peter  Swanson,William Morrow,English,"['Mystery', 'Thriller', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Crime', 'Adult']"
9781250045652,Eighth Grave After Dark ,Darynda Jones,St. Martin's Press,English,"['Paranormal', 'Urban Fantasy', 'Fantasy', 'Romance', 'Paranormal Romance', 'Mystery', 'Demons']"
9780743264730,Einstein: His Life and Universe,Walter Isaacson,Simon & Schuster,English,"['Biography', 'Nonfiction', 'Science', 'History', 'Physics', 'Biography Memoir', 'Audiobook']"
9780765350374,Elantris ,Brandon Sanderson,Tor Fantasy,English,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Adult', 'Audiobook', 'Magic']"
9780375840401,Eldest ,Christopher Paolini,Knopf Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
9780345434876,Eleanor of Aquitaine: A Life,Alison Weir,Ballantine Books,English,"['History', 'Biography', 'Nonfiction', 'Medieval', 'Historical', 'France', 'British Literature']"
9780735220683,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Pamela Dorman Books / Viking,English,"['Fiction', 'Contemporary', 'Audiobook', 'Mental Health', 'Adult', 'Romance', 'Adult Fiction']"
9781728231761,Electric Idol ,Katee Robert,Sourcebooks Casablanca,English,"['Romance', 'Fantasy', 'Mythology', 'Retellings', 'Adult', 'Fiction', 'Greek Mythology']"
9780375705755,Elementals: Stories of Fire and Ice,A.S. Byatt,Vintage,English,"['Short Stories', 'Fiction', 'Fantasy', 'Magical Realism', 'Literary Fiction', 'Fairy Tales', 'British Literature']"
9780060589288,Eleven Minutes,Paulo Coelho,HarperOne,English,"['Fiction', 'Romance', 'Novels', 'Contemporary', 'Philosophy', 'Literature', 'Adult']"
9781400068326,Eligible: A Modern Retelling of Pride & Prejudice,Curtis Sittenfeld,Random House Publishing Group,English,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Retellings', 'Audiobook', 'Adult']"
9780062290137,Eliza and Her Monsters,Francesca Zappia,Greenwillow Books,English,"['Contemporary', 'Young Adult', 'Romance', 'Mental Health', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction']"
9780590920681,Ella Enchanted ,Gail Carson Levine,Scholastic Books,English,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Middle Grade', 'Childrens', 'Fairy Tales']"
9780967370163,Ella Minnow Pea,Mark Dunn,MacAdam/Cage Publishing,English,"['Fiction', 'Fantasy', 'Humor', 'Young Adult', 'Dystopia', 'Contemporary', 'Adult']"
9780312243692,Elleander Morning: A Novel,Jerry Yulsman,St Martins Pr,English,"['Science Fiction', 'Fiction', 'Time Travel', 'Alternate History', 'Fantasy', 'Historical Fiction', 'Classics']"
9780375703058,Ellen Foster,Kaye Gibbons,Vintage Books,English,"['Fiction', 'Coming Of Age', 'Southern', 'Young Adult', 'Contemporary', 'Adult Fiction', 'Literary Fiction']"
9780394757575,Ellen Foster,Kaye Gibbons,Vintage,English,"['Fiction', 'Coming Of Age', 'Southern', 'Young Adult', 'Contemporary', 'Adult Fiction', 'Literary Fiction']"
9781560769361,Elminster: The Making of a Mage ,Ed Greenwood,TSR,English,"['Fantasy', 'Forgotten Realms', 'Fiction', 'Dungeons and Dragons', 'High Fantasy', 'Science Fiction Fantasy', 'Magic']"
9780425091036,Elvis and Me: The True Story of the Love Between Priscilla Presley and the King of Rock N' Roll,Priscilla Beaulieu Presley,Berkley Books,English,"['Nonfiction', 'Biography', 'Memoir', 'Music', 'Audiobook', 'Autobiography', 'Biography Memoir']"
9780593500132,Emily Wilde's Encyclopaedia of Faeries ,Heather Fawcett,Del Rey,English,"['Fantasy', 'Romance', 'Fiction', 'Historical Fiction', 'Adult', 'Fae', 'Historical']"
9780679882909,Emperor Mage ,Tamora Pierce,Random House,English,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']"
9780141035260,Empire,Niall Ferguson,Penguin Books,English,"['History', 'Nonfiction', 'Politics', 'Economics', 'British Literature', 'World History', 'European History']"
9780375726408,Empire Falls,Richard Russo,Vintage Books,English,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'Novels', 'Adult Fiction', 'Book Club']"
9780345496874,Empire of Ivory ,Naomi Novik,Del Rey,English,"['Fantasy', 'Dragons', 'Historical Fiction', 'Fiction', 'Alternate History', 'Historical', 'Historical Fantasy']"
9780385545686,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,Doubleday,English,"['Nonfiction', 'History', 'Audiobook', 'Biography', 'True Crime', 'Business', 'Science']"
9780743265232,Empire of the Sun,J.G. Ballard,PANTHER Granada Publishing,English,"['Fiction', 'Historical Fiction', 'War', 'China', 'Classics', 'Historical', 'World War II']"
9780373079612,Enchanted ,Nora Roberts,Silhouette Books,English,"['Romance', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Contemporary Romance', 'Fiction', 'Contemporary']"
9780345300782,Enchanters' End Game ,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
9780312650087,Enclave ,Ann Aguirre,Feiwel & Friends,English,"['Young Adult', 'Dystopia', 'Zombies', 'Science Fiction', 'Post Apocalyptic', 'Fantasy', 'Romance']"
9780812550702,Ender’s Game ,Orson Scott Card,Tor,English,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Dystopia']"
9780765342409,Ender's Shadow ,Orson Scott Card,Starscape,English,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Space']"
9780099481249,Enduring Love,Ian McEwan,Vintage Books,English,"['Fiction', 'Contemporary', 'Literary Fiction', 'Literature', 'British Literature', 'Novels', 'Romance']"
9782070417643,"England, England",Julian Barnes,Gallimard,French,"['Fiction', 'British Literature', 'Literary Fiction', 'Literature', 'Contemporary', 'Novels', '20th Century']"
9780743271271,English Creek,Ivan Doig,Scribner,English,"['Fiction', 'Historical Fiction', 'Westerns', 'Coming Of Age', 'Historical', 'Literature', 'Novels']"
9780804115483,Enigma,Robert   Harris,Ballantine Books,English,"['Historical Fiction', 'Fiction', 'Thriller', 'Historical', 'Mystery', 'War', 'Espionage']"
9780062001030,Entwined,Heather Dixon Wallwork,Greenwillow Books,English,"['Fantasy', 'Young Adult', 'Romance', 'Retellings', 'Fairy Tales', 'Magic', 'Fiction']"
9780961392116,Envisioning Information,Edward R. Tufte,Graphics Press,English,"['Design', 'Nonfiction', 'Science', 'Reference', 'Art', 'Business', 'Art Design']"
9780670063116,Eona: The Last Dragoneye ,Alison Goodman,VIKING,English,"['Fantasy', 'Young Adult', 'Dragons', 'Romance', 'Magic', 'Fiction', 'High Fantasy']"
9781626204645,Epilogue ,C.J. Roberts,"Neurotica Books, LLC",English,"['Dark', 'Romance', 'BDSM', 'Erotica', 'Adult', 'Contemporary', 'Contemporary Romance']"
9780060855901,Equal Rites ,Terry Pratchett,Harper Perennial,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Magic', 'Science Fiction Fantasy', 'Witches']"
9780375826696,Eragon ,Christopher Paolini,Alfred A. Knopf,English,"['Fantasy', 'Young Adult', 'Fiction', 'Dragons', 'Adventure', 'Magic', 'High Fantasy']"
9780439120425,Esperanza Rising,Pam Muñoz Ryan,"Scholastic, Inc.",English,"['Historical Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Historical', 'Realistic Fiction']"
9780451474490,Etched in Bone ,Anne Bishop,Roc,English,"['Fantasy', 'Urban Fantasy', 'Paranormal', 'Vampires', 'Romance', 'Shapeshifters', 'Adult']"
9781423351702,Eternity in Death ,J.D. Robb,Brilliance Audio,English,"['Mystery', 'Romance', 'Crime', 'Romantic Suspense', 'Futuristic', 'Fiction', 'Suspense']"
9780671656041,Ethan of Athos ,Lois McMaster Bujold,Baen,English,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Adventure', 'Fantasy', 'Audiobook']"
9780156007818,Eucalyptus,Murray Bail,Harvest Books,English,"['Fiction', 'Australia', 'Romance', 'Contemporary', 'Literature', 'Literary Fiction', 'Historical Fiction']"
9780143036593,Europe Central,William T. Vollmann,Penguin,English,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'War', 'Germany', 'American']"
9780553280586,Eva Luna,Isabel Allende,Bantam,English,"['Fiction', 'Magical Realism', 'Historical Fiction', 'Classics', 'Romance', 'Spanish Literature', 'Latin American']"
9780375725760,Eventide ,Kent Haruf,Vintage,English,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Adult Fiction', 'Relationships']"
9780061957918,Ever After ,Kim Harrison,Harper Voyager,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Demons', 'Witches', 'Magic']"
9780312532758,Evermore ,Alyson Noel,St. Martin's Griffin,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Supernatural']"
9780312532758,Evermore ,Alyson Noel,St. Martin's Griffin,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Supernatural']"
9780062071132,Everneath ,Brodi Ashton,Balzer + Bray,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Supernatural']"
9780765385505,Every Heart a Doorway ,Seanan McGuire,Tor.com,English,"['Fantasy', 'Young Adult', 'Fiction', 'Mystery', 'LGBT', 'Audiobook', 'Novella']"
9781476717807,Every Note Played,Lisa Genova,Scout Press,English,"['Fiction', 'Contemporary', 'Audiobook', 'Music', 'Medical', 'Adult', 'Adult Fiction']"
9780593438534,Every Summer After,Carley Fortune,Berkley,English,"['Romance', 'Fiction', 'Contemporary', 'Audiobook', 'Contemporary Romance', 'Adult', 'Chick Lit']"
9780060572990,Every Which Way But Dead ,Kim Harrison,HarperTorch,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction']"
9780060572990,Every Which Way But Dead ,Kim Harrison,HarperTorch,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction']"
9780735221963,Everything Here Is Beautiful,Mira T. Lee,Pamela Dorman Books,English,"['Fiction', 'Contemporary', 'Mental Health', 'Literary Fiction', 'Mental Illness', 'Adult', 'Family']"
9780060529703,Everything is Illuminated,Jonathan Safran Foer,Harper Perennial,English,"['Fiction', 'Historical Fiction', 'Contemporary', 'Novels', 'Literature', 'Magical Realism', 'Literary Fiction']"
9781501123429,Everything You Want Me to Be,Mindy Mejia,Atria/Emily Bestler Books,English,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Crime', 'Young Adult']"
9781416524359,Everything's Eventual,Stephen King,Pocket,English,"['Horror', 'Short Stories', 'Fiction', 'Fantasy', 'Thriller', 'Anthologies', 'Collections']"
9780553447439,Evicted: Poverty and Profit in the American City,Matthew Desmond,Crown Publishers,English,"['Nonfiction', 'Sociology', 'Politics', 'Social Justice', 'History', 'Economics', 'Audiobook']"
9780374527228,Ex Libris: Confessions of a Common Reader,Anne Fadiman,Farrar Straus Giroux,English,"['Nonfiction', 'Books About Books', 'Essays', 'Memoir', 'Biography', 'Writing', 'Humor']"
9781857233940,Excession ,Iain M. Banks,Orbit,English,"['Science Fiction', 'Fiction', 'Space Opera', 'Cultural', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction']"
9780756401139,Exile's Honor ,Mercedes Lackey,DAW,English,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Epic Fantasy', 'Adult']"
9780886777340,Exile's Song ,Marion Zimmer Bradley,DAW,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Romance', 'Paranormal', 'Sci Fi Fantasy']"
9780735212176,Exit West,Mohsin Hamid,Riverhead,English,"['Fiction', 'Magical Realism', 'Fantasy', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Romance']"
